id;age;job;marital;education;default;housing;loan;contact;month;day_of_week;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
23007;37;technician;single;professional.course;0;1;0;cellular;aug;mon;1;999;0;0nexistent;1.4;93.444;-36.1;4.97;5228.1;0
23008;38;technician;married;professional.course;NA;0;0;cellular;aug;fri;2;999;0;0nexistent;1.4;93.444;-36.1;4.966;5228.1;0
23009;34;blue-collar;single;basic.9y;NA;0;1;telephone;may;thu;1;999;0;0nexistent;1.1;93.994;-36.4;4.86;5191;0
23010;58;technician;married;professional.course;0;1;0;telephone;may;thu;3;999;0;0nexistent;1.1;93.994;-36.4;4.86;5191;0
23011;58;technician;divorced;professional.course;NA;0;0;cellular;aug;wed;6;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
23013;48;blue-collar;single;basic.4y;NA;1;1;cellular;may;tue;1;999;0;0nexistent;-1.8;92.893;-46.2;1.344;5099.1;0
23014;43;admin.;single;university.degree;0;1;0;cellular;aug;fri;2;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
23015;24;student;single;high.school;0;1;1;cellular;aug;fri;1;999;0;0nexistent;-2.9;92.201;-31.4;0.849;5076.2;0
23016;30;admin.;single;university.degree;0;1;0;telephone;oct;thu;4;999;0;0nexistent;-3.4;92.431;-26.9;0.733;5017.5;1
23017;42;self-employed;married;university.degree;NA;0;1;cellular;jul;mon;2;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
23018;29;admin.;married;university.degree;0;1;0;cellular;jul;mon;3;999;0;0nexistent;-1.7;94.215;-40.3;0.87;4991.6;1
23019;44;admin.;married;university.degree;0;1;0;telephone;jun;wed;1;999;0;0nexistent;1.4;94.465;-41.8;4.864;5228.1;0
23022;44;self-employed;married;basic.9y;0;1;0;cellular;0v;thu;4;999;1;failure;-0.1;93.2;-42;4.076;5195.8;0
23023;25;technician;single;university.degree;0;1;0;cellular;jul;wed;3;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
23024;49;admin.;single;high.school;0;1;0;cellular;jul;thu;13;999;0;0nexistent;1.4;93.918;-42.7;4.968;5228.1;0
23025;30;self-employed;married;university.degree;0;1;1;cellular;aug;thu;1;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
23026;47;admin.;married;high.school;0;1;0;cellular;aug;tue;1;999;0;0nexistent;1.4;93.444;-36.1;4.968;5228.1;0
23027;34;management;married;university.degree;0;1;0;telephone;jun;fri;3;999;0;0nexistent;1.4;94.465;-41.8;4.959;5228.1;0
23028;49;blue-collar;married;basic.6y;NA;1;0;telephone;jun;wed;3;999;0;0nexistent;1.4;94.465;-41.8;4.959;5228.1;0
23029;37;entrepreneur;single;basic.9y;0;1;0;cellular;may;tue;1;2;1;success;-1.8;92.893;-46.2;1.266;5099.1;0
23031;39;management;married;university.degree;0;1;0;telephone;jun;mon;2;999;0;0nexistent;1.4;94.465;-41.8;4.96;5228.1;0
23032;56;services;married;high.school;NA;0;0;telephone;may;tue;3;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
23034;35;services;married;high.school;0;1;0;cellular;aug;tue;1;999;0;0nexistent;1.4;93.444;-36.1;4.966;5228.1;0
23036;52;admin.;divorced;high.school;NA;1;0;cellular;jul;tue;3;999;0;0nexistent;1.4;93.918;-42.7;4.961;5228.1;0
23038;54;housemaid;married;NA;0;1;0;cellular;apr;fri;1;999;1;failure;-1.8;93.075;-47.1;1.479;5099.1;0
23039;28;blue-collar;single;high.school;0;0;0;cellular;jul;mon;3;999;0;0nexistent;-1.7;94.215;-40.3;0.827;4991.6;0
23041;44;technician;single;university.degree;0;0;1;cellular;jul;fri;2;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;0
23043;33;management;married;high.school;NA;1;0;telephone;aug;mon;3;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
23046;57;blue-collar;married;basic.4y;NA;1;0;cellular;aug;wed;1;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
23050;35;admin.;married;university.degree;0;0;0;cellular;aug;mon;2;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
23052;58;blue-collar;NA;basic.9y;NA;0;0;telephone;jun;fri;6;999;0;0nexistent;1.4;94.465;-41.8;4.959;5228.1;0
23053;31;admin.;married;university.degree;0;0;0;cellular;0v;thu;1;999;0;0nexistent;-0.1;93.2;-42;4.076;5195.8;0
23054;36;admin.;single;high.school;NA;1;0;telephone;jun;fri;3;999;0;0nexistent;1.4;94.465;-41.8;4.959;5228.1;0
23055;53;blue-collar;married;basic.9y;NA;1;0;telephone;may;fri;1;999;0;0nexistent;1.1;93.994;-36.4;4.859;5191;0
23056;49;management;married;university.degree;0;1;1;cellular;0v;mon;3;999;0;0nexistent;-0.1;93.2;-42;4.191;5195.8;0
23057;29;admin.;married;university.degree;0;0;0;telephone;may;fri;1;999;0;0nexistent;1.1;93.994;-36.4;4.864;5191;0
23061;41;management;married;high.school;0;0;0;cellular;may;mon;2;999;0;0nexistent;-1.8;92.893;-46.2;1.244;5099.1;0
23062;40;entrepreneur;married;university.degree;0;0;0;cellular;may;mon;2;999;0;0nexistent;-1.8;92.893;-46.2;1.244;5099.1;0
23063;49;blue-collar;married;basic.6y;NA;0;0;cellular;may;tue;1;999;1;failure;-1.8;92.893;-46.2;1.344;5099.1;1
23064;53;technician;married;NA;NA;1;0;cellular;jul;thu;5;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
23066;50;admin.;married;high.school;0;0;0;cellular;aug;tue;1;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
23067;37;entrepreneur;married;high.school;0;1;0;telephone;may;wed;4;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
23068;34;technician;married;basic.9y;0;0;0;telephone;may;wed;2;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
23070;32;technician;single;professional.course;0;0;0;cellular;aug;fri;2;999;0;0nexistent;-2.9;92.201;-31.4;0.881;5076.2;0
23071;31;admin.;married;high.school;0;0;0;telephone;may;thu;1;999;0;0nexistent;1.1;93.994;-36.4;4.855;5191;0
23072;38;admin.;divorced;university.degree;0;0;0;cellular;jul;tue;3;999;0;0nexistent;1.4;93.918;-42.7;4.961;5228.1;0
23073;54;blue-collar;divorced;basic.4y;NA;0;0;cellular;jul;thu;1;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;0
23074;43;blue-collar;single;basic.9y;0;1;0;telephone;may;wed;7;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
23076;35;services;divorced;basic.9y;0;1;0;telephone;jul;tue;1;999;0;0nexistent;1.4;93.918;-42.7;4.961;5228.1;0
23077;38;management;married;university.degree;0;1;0;cellular;aug;fri;1;999;0;0nexistent;1.4;93.444;-36.1;4.966;5228.1;0
23078;31;unemployed;single;university.degree;0;1;0;cellular;aug;tue;2;999;0;0nexistent;1.4;93.444;-36.1;4.966;5228.1;0
23079;29;admin.;single;university.degree;0;0;0;cellular;aug;mon;2;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
23080;44;management;married;university.degree;0;1;0;cellular;0v;tue;2;999;1;failure;-0.1;93.2;-42;4.153;5195.8;0
23083;53;technician;married;professional.course;0;1;0;telephone;may;wed;6;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
23084;45;services;single;high.school;NA;1;0;cellular;0v;fri;1;999;0;0nexistent;-0.1;93.2;-42;4.021;5195.8;0
23085;28;blue-collar;married;high.school;0;0;1;telephone;may;mon;2;999;0;0nexistent;-1.8;92.893;-46.2;1.244;5099.1;0
23086;36;services;single;high.school;0;0;0;cellular;0v;thu;1;999;0;0nexistent;-0.1;93.2;-42;4.076;5195.8;0
23088;46;technician;single;basic.9y;0;1;0;cellular;apr;thu;1;999;0;0nexistent;-1.8;93.075;-47.1;1.435;5099.1;0
23089;28;admin.;single;university.degree;0;1;0;cellular;apr;thu;1;999;0;0nexistent;-1.8;93.075;-47.1;1.365;5099.1;0
23090;30;admin.;married;high.school;NA;1;0;cellular;0v;wed;3;999;0;0nexistent;-0.1;93.2;-42;4.12;5195.8;0
23091;41;blue-collar;married;basic.9y;0;1;0;cellular;may;wed;1;999;1;failure;-1.8;92.893;-46.2;1.281;5099.1;0
23093;30;technician;married;professional.course;NA;1;0;cellular;0v;wed;1;999;0;0nexistent;-0.1;93.2;-42;4.12;5195.8;0
23094;61;NA;single;basic.4y;0;1;0;cellular;may;tue;1;3;1;success;-1.8;92.893;-46.2;1.266;5099.1;0
23095;48;blue-collar;married;basic.4y;0;1;0;cellular;may;wed;3;999;0;0nexistent;-1.8;92.893;-46.2;1.334;5099.1;0
23096;58;admin.;divorced;university.degree;0;1;0;cellular;aug;tue;4;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
23097;24;services;single;professional.course;0;1;0;cellular;jul;wed;1;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
23098;30;admin.;single;university.degree;0;0;0;cellular;0v;thu;2;999;0;0nexistent;-0.1;93.2;-42;4.076;5195.8;0
23100;48;admin.;married;university.degree;0;1;1;cellular;apr;thu;1;6;2;success;-1.8;93.749;-34.6;0.644;5008.7;1
23101;30;admin.;single;university.degree;NA;1;0;cellular;may;mon;1;999;0;0nexistent;-1.8;92.893;-46.2;1.244;5099.1;0
23104;56;technician;married;professional.course;NA;NA;NA;cellular;0v;tue;1;999;1;failure;-0.1;93.2;-42;4.153;5195.8;0
23105;57;blue-collar;married;basic.4y;NA;0;0;telephone;may;mon;2;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
23107;55;retired;married;university.degree;NA;1;0;telephone;jun;thu;1;999;0;0nexistent;1.4;94.465;-41.8;4.961;5228.1;1
23108;30;unemployed;single;NA;0;1;0;cellular;0v;wed;2;999;0;0nexistent;-0.1;93.2;-42;4.12;5195.8;1
23109;47;blue-collar;single;basic.9y;0;1;1;telephone;jul;mon;9;999;0;0nexistent;1.4;93.918;-42.7;4.96;5228.1;0
23110;22;admin.;single;high.school;0;1;0;telephone;jul;wed;5;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;0
23111;60;technician;married;professional.course;NA;0;0;cellular;jul;tue;1;999;0;0nexistent;1.4;93.918;-42.7;4.961;5228.1;0
23112;32;management;single;university.degree;0;0;0;cellular;jul;fri;2;999;1;failure;-1.7;94.215;-40.3;0.861;4991.6;0
23113;57;admin.;single;high.school;0;NA;NA;telephone;oct;tue;1;999;0;0nexistent;-3.4;92.431;-26.9;0.737;5017.5;1
23115;35;blue-collar;married;high.school;0;0;0;telephone;jun;mon;1;999;0;0nexistent;1.4;94.465;-41.8;4.865;5228.1;0
23116;41;management;married;university.degree;0;0;0;telephone;may;fri;4;999;0;0nexistent;1.1;93.994;-36.4;4.859;5191;0
23117;35;technician;married;university.degree;0;1;0;cellular;aug;tue;2;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
23118;25;blue-collar;married;basic.9y;0;1;1;telephone;jun;mon;5;999;0;0nexistent;1.4;94.465;-41.8;4.865;5228.1;0
23120;55;blue-collar;married;professional.course;0;1;0;cellular;jul;wed;2;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;0
23121;44;technician;married;professional.course;0;0;0;cellular;aug;wed;3;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
23122;31;technician;single;university.degree;0;1;0;cellular;0v;mon;1;999;1;failure;-0.1;93.2;-42;4.191;5195.8;0
23123;37;admin.;married;high.school;0;0;0;cellular;0v;mon;4;999;0;0nexistent;-3.4;92.649;-30.1;0.722;5017.5;0
23124;31;blue-collar;single;NA;0;1;0;telephone;jun;mon;1;999;0;0nexistent;1.4;94.465;-41.8;4.961;5228.1;0
23125;45;blue-collar;married;basic.6y;NA;1;0;cellular;aug;wed;1;999;0;0nexistent;1.4;93.444;-36.1;4.967;5228.1;0
23126;58;retired;married;high.school;0;1;0;cellular;aug;tue;6;3;1;success;-2.9;92.201;-31.4;0.838;5076.2;1
23128;33;admin.;married;university.degree;0;1;0;cellular;jun;tue;1;999;0;0nexistent;-2.9;92.963;-40.8;1.262;5076.2;0
23129;51;self-employed;married;university.degree;NA;NA;NA;cellular;0v;fri;2;999;0;0nexistent;-0.1;93.2;-42;4.021;5195.8;0
23132;52;housemaid;married;basic.6y;0;1;0;cellular;aug;fri;1;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
23134;24;self-employed;single;professional.course;0;1;0;cellular;jul;mon;3;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
23135;43;blue-collar;single;basic.9y;0;1;0;telephone;may;fri;2;999;0;0nexistent;1.1;93.994;-36.4;4.855;5191;0
23136;31;blue-collar;married;basic.6y;0;1;0;cellular;may;fri;1;999;0;0nexistent;-1.8;92.893;-46.2;1.313;5099.1;0
23137;48;technician;single;high.school;0;0;1;cellular;jul;tue;2;999;0;0nexistent;1.4;93.918;-42.7;4.961;5228.1;0
23138;30;services;single;NA;0;1;0;telephone;may;tue;3;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
23139;54;technician;married;professional.course;0;1;0;cellular;apr;wed;2;999;0;0nexistent;-1.8;93.075;-47.1;1.405;5099.1;1
23140;38;admin.;divorced;university.degree;0;1;0;cellular;aug;fri;4;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
23142;34;technician;divorced;university.degree;0;1;1;cellular;aug;thu;1;999;0;0nexistent;1.4;93.444;-36.1;4.968;5228.1;1
23145;45;management;married;NA;0;1;0;cellular;jul;fri;2;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;0
23146;44;blue-collar;married;basic.6y;0;1;0;cellular;may;wed;1;999;0;0nexistent;-1.8;92.893;-46.2;1.334;5099.1;0
23147;28;blue-collar;single;basic.4y;0;0;0;telephone;may;tue;7;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
23148;52;services;married;high.school;NA;1;1;cellular;aug;mon;2;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
23150;51;blue-collar;divorced;basic.9y;0;1;0;cellular;jul;tue;1;999;0;0nexistent;1.4;93.918;-42.7;4.961;5228.1;0
23153;66;retired;divorced;high.school;0;0;0;cellular;jul;wed;1;999;1;failure;-1.7;94.215;-40.3;0.896;4991.6;0
23154;39;blue-collar;married;basic.9y;0;1;1;telephone;may;mon;4;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
23155;40;technician;married;professional.course;0;1;0;telephone;may;wed;8;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
23156;57;technician;married;high.school;0;0;1;cellular;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1;0
23157;27;technician;single;basic.9y;0;1;0;cellular;apr;wed;7;999;0;0nexistent;-1.8;93.075;-47.1;1.445;5099.1;0
23159;33;admin.;married;university.degree;0;0;1;cellular;aug;tue;2;999;0;0nexistent;1.4;93.444;-36.1;4.968;5228.1;0
23162;63;retired;married;professional.course;0;1;0;cellular;apr;wed;2;999;0;0nexistent;-1.8;93.075;-47.1;1.498;5099.1;1
23163;32;blue-collar;married;basic.4y;NA;0;0;cellular;jul;mon;5;999;0;0nexistent;1.4;93.918;-42.7;4.96;5228.1;0
23164;35;admin.;married;professional.course;0;0;0;cellular;jul;tue;2;999;0;0nexistent;1.4;93.918;-42.7;4.961;5228.1;0
23165;45;entrepreneur;divorced;university.degree;0;1;1;telephone;may;thu;2;999;0;0nexistent;-1.8;92.893;-46.2;1.266;5099.1;0
23166;38;admin.;single;basic.9y;0;0;1;telephone;jun;fri;3;999;0;0nexistent;1.4;94.465;-41.8;4.959;5228.1;0
23167;34;services;married;university.degree;0;1;1;cellular;may;wed;1;999;0;0nexistent;-1.8;92.893;-46.2;1.281;5099.1;0
23168;40;blue-collar;married;basic.6y;NA;0;0;telephone;may;tue;2;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
23169;31;admin.;married;high.school;0;0;0;telephone;may;thu;1;999;0;0nexistent;1.1;93.994;-36.4;4.86;5191;0
23170;44;self-employed;married;university.degree;NA;0;0;telephone;may;wed;2;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
23171;26;services;single;high.school;0;0;0;telephone;may;fri;4;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
23173;38;management;divorced;university.degree;0;1;0;cellular;aug;tue;2;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
23174;50;admin.;divorced;basic.9y;0;0;0;cellular;jul;mon;4;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
23175;32;technician;single;university.degree;0;0;1;telephone;0v;thu;7;999;0;0nexistent;-0.1;93.2;-42;4.076;5195.8;0
23177;33;admin.;married;university.degree;0;1;0;cellular;may;thu;2;999;0;0nexistent;-1.8;92.893;-46.2;1.327;5099.1;0
23178;42;blue-collar;married;basic.9y;0;1;0;telephone;may;wed;1;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
23179;27;blue-collar;single;basic.4y;0;0;0;cellular;apr;thu;1;999;0;0nexistent;-1.8;93.075;-47.1;1.41;5099.1;0
23180;54;management;married;basic.6y;0;1;0;cellular;may;mon;5;999;0;0nexistent;-1.8;92.893;-46.2;1.299;5099.1;0
23182;32;services;married;basic.9y;0;0;0;cellular;jul;tue;1;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
23183;27;technician;single;university.degree;0;1;0;cellular;jul;wed;1;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
23184;34;entrepreneur;married;university.degree;0;1;1;telephone;apr;fri;1;999;0;0nexistent;-1.8;93.075;-47.1;1.405;5099.1;1
23186;44;admin.;married;university.degree;NA;1;0;telephone;may;thu;2;999;0;0nexistent;1.1;93.994;-36.4;4.86;5191;0
23187;45;management;married;university.degree;0;1;1;cellular;aug;fri;1;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
23189;59;services;married;high.school;0;1;0;cellular;apr;tue;3;999;1;failure;-1.8;93.075;-47.1;1.453;5099.1;0
23190;20;student;single;NA;0;1;1;cellular;apr;tue;2;999;0;0nexistent;-1.8;93.075;-47.1;1.405;5099.1;0
23191;27;services;married;high.school;0;0;0;telephone;jun;mon;2;999;0;0nexistent;1.4;94.465;-41.8;4.961;5228.1;0
23192;31;admin.;single;university.degree;0;1;0;cellular;apr;thu;1;999;0;0nexistent;-1.8;93.075;-47.1;1.435;5099.1;0
23193;35;technician;married;professional.course;0;1;0;cellular;may;wed;1;999;0;0nexistent;-1.8;92.893;-46.2;1.334;5099.1;0
23194;33;unemployed;married;high.school;0;1;1;cellular;may;mon;1;999;0;0nexistent;-1.8;92.893;-46.2;1.264;5099.1;0
23197;38;technician;married;high.school;0;1;0;cellular;aug;tue;1;999;0;0nexistent;1.4;93.444;-36.1;4.966;5228.1;0
23198;36;admin.;single;university.degree;0;1;0;cellular;jul;thu;6;999;0;0nexistent;1.4;93.918;-42.7;4.968;5228.1;0
23199;34;technician;single;university.degree;0;0;0;cellular;may;tue;2;999;0;0nexistent;-1.8;92.893;-46.2;1.266;5099.1;0
23200;47;admin.;married;university.degree;0;0;1;cellular;aug;mon;1;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
23202;35;technician;single;professional.course;0;0;0;cellular;aug;mon;1;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
23203;25;blue-collar;single;basic.6y;NA;0;1;telephone;may;wed;8;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
23206;33;self-employed;divorced;NA;0;0;0;telephone;may;wed;4;999;0;0nexistent;1.1;93.994;-36.4;4.858;5191;0
23207;36;student;single;basic.9y;0;1;0;telephone;may;mon;1;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
23208;32;management;single;university.degree;0;1;0;cellular;mar;tue;1;999;0;0nexistent;-1.8;92.843;-50;1.687;5099.1;1
23209;29;technician;single;university.degree;0;0;0;cellular;jul;tue;2;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
23210;32;admin.;single;university.degree;0;1;1;cellular;aug;wed;2;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
23212;32;admin.;single;university.degree;0;0;1;cellular;jul;thu;1;999;0;0nexistent;1.4;93.918;-42.7;4.958;5228.1;1
23213;47;management;divorced;university.degree;0;0;1;telephone;jun;mon;1;999;0;0nexistent;1.4;94.465;-41.8;4.865;5228.1;0
23215;44;blue-collar;single;basic.4y;NA;1;1;telephone;may;mon;1;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
23216;48;services;married;high.school;0;0;0;cellular;aug;thu;1;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
23219;32;blue-collar;married;high.school;NA;0;0;telephone;jun;mon;2;999;0;0nexistent;1.4;94.465;-41.8;4.96;5228.1;0
23224;39;blue-collar;married;professional.course;NA;1;0;telephone;may;mon;1;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
23225;34;blue-collar;married;high.school;0;0;0;telephone;may;wed;2;999;0;0nexistent;-1.8;92.893;-46.2;1.281;5099.1;0
23227;29;admin.;single;university.degree;0;0;0;telephone;jul;wed;6;999;0;0nexistent;1.4;93.918;-42.7;4.957;5228.1;0
23230;76;retired;married;university.degree;0;1;1;cellular;dec;thu;2;4;2;success;-3;92.713;-33;0.712;5023.5;1
23231;38;entrepreneur;divorced;university.degree;0;1;0;cellular;jul;fri;2;999;0;0nexistent;1.4;93.918;-42.7;4.957;5228.1;0
23232;50;services;divorced;high.school;0;0;1;cellular;may;wed;5;999;1;failure;-1.8;92.893;-46.2;1.334;5099.1;0
23235;31;technician;single;professional.course;0;1;1;cellular;may;wed;2;999;0;0nexistent;-1.8;92.893;-46.2;1.281;5099.1;0
23236;42;technician;married;high.school;0;0;0;cellular;0v;mon;2;999;1;failure;-0.1;93.2;-42;4.191;5195.8;0
23237;73;retired;married;NA;0;1;0;telephone;mar;mon;1;999;0;0nexistent;-1.8;93.369;-34.8;0.652;5008.7;1
23239;40;entrepreneur;divorced;university.degree;0;1;1;telephone;jun;fri;1;999;0;0nexistent;1.4;94.465;-41.8;4.959;5228.1;0
23240;53;management;married;university.degree;0;1;0;cellular;jul;fri;5;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
23241;32;management;single;university.degree;0;0;0;cellular;0v;thu;2;999;1;failure;-0.1;93.2;-42;4.076;5195.8;1
23243;34;admin.;married;university.degree;0;0;0;cellular;aug;wed;1;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
23244;57;self-employed;married;professional.course;0;1;1;telephone;jul;tue;1;999;0;0nexistent;1.4;93.918;-42.7;4.955;5228.1;0
23245;36;blue-collar;single;basic.6y;0;1;0;cellular;jul;wed;1;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;0
23246;39;blue-collar;divorced;high.school;0;1;1;telephone;may;tue;3;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
23247;38;technician;divorced;professional.course;0;1;0;cellular;aug;fri;2;999;0;0nexistent;1.4;93.444;-36.1;4.963;5228.1;0
23248;31;admin.;single;high.school;0;1;0;cellular;0v;wed;1;999;0;0nexistent;-0.1;93.2;-42;4.12;5195.8;0
23249;35;blue-collar;married;basic.9y;NA;1;0;cellular;jul;fri;1;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;0
23251;35;unemployed;single;university.degree;0;0;0;cellular;aug;mon;2;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;1
23252;56;entrepreneur;married;university.degree;NA;1;0;telephone;jun;thu;1;999;0;0nexistent;1.4;94.465;-41.8;4.866;5228.1;0
23255;45;NA;married;NA;NA;0;0;telephone;may;tue;1;999;0;0nexistent;1.1;93.994;-36.4;4.857;5191;0
23257;36;technician;single;high.school;0;0;0;telephone;jul;wed;4;999;0;0nexistent;1.4;93.918;-42.7;4.956;5228.1;0
23258;30;management;married;university.degree;0;1;0;cellular;jul;wed;3;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;1
23259;37;admin.;single;university.degree;0;0;0;cellular;aug;thu;1;999;0;0nexistent;1.4;93.444;-36.1;4.962;5228.1;0
23260;47;management;married;university.degree;0;0;0;telephone;may;wed;3;999;0;0nexistent;1.1;93.994;-36.4;4.856;5191;0
23261;24;NA;single;university.degree;0;1;1;cellular;jun;tue;1;999;0;0nexistent;-2.9;92.963;-40.8;1.262;5076.2;1
23264;47;admin.;divorced;university.degree;0;0;0;cellular;aug;wed;3;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
23265;37;entrepreneur;divorced;high.school;NA;1;0;cellular;jul;wed;4;999;0;0nexistent;1.4;93.918;-42.7;4.957;5228.1;0
23266;36;blue-collar;married;basic.9y;0;1;0;telephone;may;mon;1;999;0;0nexistent;-1.8;92.893;-46.2;1.354;5099.1;0
23271;53;blue-collar;married;basic.9y;NA;1;0;cellular;jul;thu;3;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
23272;26;services;single;high.school;0;0;0;cellular;may;mon;2;999;2;failure;-1.8;92.893;-46.2;1.299;5099.1;0
23274;57;admin.;married;high.school;0;1;0;cellular;aug;mon;1;999;0;0nexistent;1.4;93.444;-36.1;4.97;5228.1;0
23276;34;technician;married;professional.course;0;0;0;cellular;aug;tue;1;13;1;success;-2.9;92.201;-31.4;0.859;5076.2;1
23277;47;admin.;divorced;university.degree;0;1;1;cellular;aug;tue;1;999;0;0nexistent;-2.9;92.201;-31.4;0.884;5076.2;1
23278;58;blue-collar;married;basic.4y;0;1;0;telephone;jul;thu;6;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
23279;38;admin.;married;university.degree;0;1;0;cellular;aug;tue;6;999;0;0nexistent;1.4;93.444;-36.1;4.965;5228.1;0
23281;35;technician;single;professional.course;0;1;0;telephone;jun;wed;2;999;0;0nexistent;1.4;94.465;-41.8;4.864;5228.1;0
23282;55;management;married;basic.4y;0;0;0;cellular;may;fri;4;999;0;0nexistent;-1.8;92.893;-46.2;1.313;5099.1;0
23283;40;technician;married;high.school;0;0;0;cellular;aug;tue;1;999;0;0nexistent;1.4;93.444;-36.1;4.966;5228.1;0
23286;26;technician;single;professional.course;0;0;0;telephone;jun;wed;5;999;0;0nexistent;1.4;94.465;-41.8;4.962;5228.1;0
23287;60;retired;married;basic.4y;NA;0;0;telephone;jun;mon;4;999;0;0nexistent;1.4;94.465;-41.8;4.96;5228.1;0
23289;34;blue-collar;married;basic.9y;NA;0;1;cellular;apr;mon;5;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;0
23291;51;management;married;university.degree;0;0;0;cellular;jul;wed;1;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
23292;40;admin.;divorced;high.school;0;1;1;telephone;sep;wed;1;999;1;failure;-1.1;94.199;-37.5;0.886;4963.6;0
23293;25;admin.;married;high.school;0;0;0;cellular;jul;mon;4;999;0;0nexistent;1.4;93.918;-42.7;4.962;5228.1;0
23294;30;admin.;married;university.degree;0;1;0;cellular;apr;thu;1;999;0;0nexistent;-1.8;93.075;-47.1;1.365;5099.1;1
23295;30;admin.;married;university.degree;0;1;1;cellular;apr;thu;6;999;0;0nexistent;-1.8;93.075;-47.1;1.483;5099.1;0
23298;28;services;married;high.school;0;0;0;cellular;jul;fri;2;999;0;0nexistent;1.4;93.918;-42.7;4.963;5228.1;0
23299;49;unemployed;married;high.school;NA;1;0;cellular;aug;fri;2;999;0;0nexistent;1.4;93.444;-36.1;4.964;5228.1;0
